客户名称,项目名称,项目内容相关信息,项目所在城市,项目发布时间,中标公司,价格
,贵州电网有限责任公司2022年第二批服务类（定向科技项目研究开发、科技项目技术研发服务（国家级、南网公司重点项目））公开招标(二次招标)中标公告,能运维示范应用_子课题3：基于数字孪生的覆冰架空输电线路智能运维系统建,贵州,2023-3-28,中国电建集团贵州电力设计研究院有限公司,0
,青岛空天动力结构安全研究所先导试验设备项目智能运维数字孪生系统中标公告,,山东,2023-3-28,,0
,企业网数字孪生平台建设项目公开招标采购结果公示（2022-JQ04-F1343）,,,2023-3-27,,0
,中国电建华东院兰江流域数字孪生应用物联感知成套供货与技术服务视频监控系统采购项目中标公示,,,2023-3-27,,0
,[招设2023A00091]上海交通大学数字孪生PaaS开发平台中标公告,,上海,2023-3-23,,0
,未来城校区国家GIS工程中心地学数字孪生软件所维修改造工程询比采购结果公示,,武汉,2023-3-21,武汉别样建筑装饰工程有限公司,282337
,某高校数字孪生智慧校园项目甄选结果公示,,江西,2023-3-21,广州浩传网络科技有限公司,0
,同济大学三相映射交通数字孪生集成系统(子系统3-自动驾驶系统研发平台)采购项目中标公告,,江苏,2023-3-21,,0
,东湖智慧厂站三维模块实施项目（一期）结果公告,息 中标人名称： 北京五一视界数字孪生科技股份有限公司 中标价格（元）,深圳,2023-3-18,北京五一视界数字孪生科技股份有限公司,1280000
,河南颐城金安产业发展有限公司郑州元宇宙产业园数字孪生展示平台定制服务询比采购结果公告,,郑州,2023-3-15,,0
,关于数字孪生可视化系统服务采购公示,,毕节,2023-3-14,北京优锘科技有限公司,248000
,东湖智慧厂站三维模块实施项目（一期）招标结果公示,中标候选人名称： 北京五一视界数字孪生科技股份有限公司 中标价格（元）,深圳,2023-3-14,北京五一视界数字孪生科技股份有限公司,1280000
,数字孪生南水北调（惠南庄泵站）设备综合风险分析及劣化分析模型服务项目结果公告,,,2023-3-6,中水三立数据技术股份有限公司,747840
,中国南水北调集团水网智慧科技有限公司数字孪生南水北调（惠南庄泵站）工程安全监测模型服务项目中标结...,,北京,2023-3-6,,0
,数字孪生南水北调（惠南庄泵站）金属结构在线监测及数据分析项目结果公告,,成都,2023-3-6,成都众柴科技有限公司,676500
,数字孪生南水北调（惠南庄泵站）视频智能识别模型集成服务项目结果公告,,,2023-3-6,中水三立数据技术股份有限公司,472320
,数字孪生南水北调（惠南庄泵站）金属结构在线监测及数据分析项目中标结果公告,,北京,2023-3-6,,0
,数字孪生南水北调（惠南庄泵站）设备综合风险分析及劣化分析模型服务项目中标结果公告,,北京,2023-3-6,,0
,数字孪生南水北调（惠南庄泵站）视频智能识别模型集成服务项目中标结果公告,,北京,2023-3-6,,0
,中国南水北调集团水网智慧科技有限公司数字孪生南水北调（惠南庄泵站）现地服务器及网闸采购项目中标结...,,北京,2023-3-6,,0
,中国南水北调集团水网智慧科技有限公司数字孪生南水北调（惠南庄泵站）现地服务器及网闸采购项目中标结果公告,,北京,2023-3-6,,0
,中国南水北调集团水网智慧科技有限公司数字孪生南水北调（惠南庄泵站）工程安全监测模型服务项目中标结果公告,,北京,2023-3-6,,0
,【国家电投五凌电力沅水流域数字孪生关键技术研究及试点应用项目】招标结果公告,,,2023-3-3,,0
,装卸载站点数字（孪生）全景系统（第二次） 中标结果公示2022-JQWTSH-F1005,,,2023-3-2,,0
,武侯区悦湖新材料产业功能区数字孪生城市建设项目 中标结果公告,,四川,2023-3-1,,0
,润海水电站数字孪生电站项目第1次中标(成交)结果公告,,湖南,2023-3-1,,0
,数字孪生南水北调（惠南庄泵站）视频智能识别模型集成服务项目结果公示,,郑州,2023-2-28,,0
,【业务服务外包采购项目-2023年1月物资集团大唐电商技术有限公司】中标结果公示,、数据架构师、应用开发工程师、数字孪生建模工程师等。 PDF下载 公告,北京,2023-2-28,,0
,数字孪生南水北调（惠南庄泵站）泵组声纹在线监测及数据分析项目结果公示,,河南,2023-2-28,,0
,数字孪生南水北调（惠南庄泵站）金属结构在线监测及数据分析项目结果公示,,河南,2023-2-28,,0
,数字孪生南水北调（惠南庄泵站）设备综合风险分析及劣化分析模型服务项目结果公示,,河南,2023-2-28,,0
,天府农博岛数字孪生招商平台服务采购项目成交结果公示,,四川,2023-2-28,,0
,贵州电网有限责任公司2022年第二批服务类（定向科技项目研究开发、科技项目技术研发服务（国家级、南网公司重点项目））公开招标(二次招标)中标公示,重点项目）1 贵州电科院2022年基于数字孪生的覆冰架空输电线路智能运,贵州,2023-2-27,中国电建集团贵州电力设计研究院有限公司,2120000
,贵州电网有限责任公司2022年第二批服务类（定向科技项目研究开发、科技项目技术研发服务（国家级、南网公司重点项目））公开招标(二次招标)中标公示,能运维示范应用_子课题3：基于数字孪生的覆冰架空输电线路智能运维系统建,贵州,2023-2-27,中国电建集团贵州电力设计研究院有限公司,2120000
,遂宁市安居区水利局数字孪生琼江（遂宁段）安居水文站基础信息化建设项目中标（成交）结果公告,,遂宁,2023-2-24,四川逾霄科技有限公司,394300
,基于物联网的社区数字孪生场景应用项目中标结果公示,,上海,2023-2-24,,0
,变电站数字孪生微应用建设信息系统实施第三方测试成交公告,,重庆,2023-2-24,,0
,企业网数字孪生平台建设项目公开招标采购结果公示（2022-JQ04-F1343）,,,2023-2-23,,0
,贵州电网有限责任公司2022年第二批服务类（定向科技项目研究开发、科技项目技术研发服务（国家级、南网公司重点项目））单一来源(二次采购)中标公告,2：面向智慧运维的覆冰架空线路数字孪生数理模型和关键技术 华南理工大学,贵州,2023-2-22,华南理工大学,0
,【2021年广州基于5G+边缘计算的飞机入库场景数字孪生防碰撞智能引导系统开发与应用项目软件开发】中选结果公示,,广东,2023-2-22,天讯瑞达通信技术有限公司,0
,【国内招标】关键工序数字孪生系统中标结果公告【C1100000189007276001001/关键工序数字孪生系统】,,丰台,2023-2-20,深圳华龙讯达信息技术股份有限公司,8461868
,大连港隆网络技术有限公司数字孪生及GIS地理信息测绘采购项目结果公告,,大连,2023-2-9,,0
,上海湾区高新技术产业开发区数字孪生平台项目中标结果公示,,上海,2023-2-7,,0
,贵州电网有限责任公司2022年第二批服务类（定向科技项目研究开发、科技项目技术研发服务（国家级、南网公司重点项目））单一来源(二次采购)中标公示,：面向智慧运 维的覆冰架空线路数字孪生数理模型和关键技术 1 华南理工,贵州,2023-1-29,华南理工大学,4990000
,数字孪生平台建设二期项目中标结果公示,,天津,2023-1-20,,0
,上海烟草机械有限责任公司基于数字孪生的 ZB416 三维可视化仿真研究项目中标公告,,上海,2023-1-12,,0
,西安建筑科技大学工程管理全寿命周期系统平台及数字孪生城乡建设大数据CIM平台采购项目成交结果公告,,陕西,2023-1-11,,0
,西安建筑科技大学工程管理全寿命周期系统平台及数字孪生城乡建设大数据CIM平台采购项目成交结果公告,,西安,2023-1-11,,0
,生物乙醇工厂数字孪生系统（二期）结果公告,,深圳,2023-1-9,深圳华制智能制造技术有限公司,2800000
,生物乙醇产线关键设备智能运维系统优化（二期）-燃料乙醇数字孪生驱动的产线设备远程运维中心平台结果公告,,,2023-1-9,西安交通大学,2985000
,生物乙醇工厂数字孪生系统（二期）结果公告,,北京,2023-1-9,,0
,中国电建华东院兰江流域数字孪生应用物联感知成套供货与技术服务泵组运行感知设备采购项目中标公示,,,2023-1-9,,0
,百山祖国家公园龙泉保护中心数字孪生应用建设服务项目（一期）中选结果公示,,浙江,2023-1-6,北京天恒昕业科技发展有限公司,0
,（转发）智能制造数字孪生实训室采购项目中标（成交）结果公告（项目编号：ZD22-ZC084AG）,,茂名,2023-1-5,,0
,2022年中电福富信息科技有限公司基于数字孪生渲染引擎的智慧园区综合管理系统研发项目中选结果公示,,福建,2023-1-4,河北亿度通信科技发展有限公司,0
,机匣产品数字孪生装配检测单元中标结果公示,,黑龙江,2023-1-4,,0
,输配电设备数字孪生系统及模型采购中标公告,,广东,2023-1-4,,0
,输配电设备数字孪生系统及模型采购-标的1（二次招标）中标公告,,广东,2023-1-4,,0
,VR智能统一平台、5G混合现实MR的数字孪生系统平台中标公告,,上海,2023-1-3,,0
,深圳市路桥建设集团坂银通道智慧运管数字孪生与BIM咨询服务中标结果公示,,深圳,2023-1-1,上海城建信息科技有限公司,0
,武侯区华西医美健康数字孪生城市建设项目结果公告,,四川,2022-12-30,,0
,输配电设备数字孪生系统及模型采购-标的1（二次招标）中标公告,,广东,2022-12-29,,0
,基于数字孪生的非线性加工几何物理工艺测试成交结果公告,,湖北,2022-12-29,,0
,车路协同数字孪生系统项目成交结果公告,,湖南,2022-12-28,,0
,贵州电网有限责任公司2022年第二批服务类（定向科技项目研究开发、科技项目技术研发服务（国家级、南网公司重点项目））公开招标中标公示,能运维示范应用_子课题3：基于数字孪生的覆冰架空输电线路智能运维系统建,贵州,2022-12-26,中国电建集团贵州电力设计研究院有限公司,2200000
,大有风电三维数字孪生可视化平台建设项目结果公告,,,2022-12-26,,0
,数字孪生认知智能语料数据标注服务采购项目(二次)结果公示,,深圳,2022-12-23,深圳市城安应急科学研究所,1178000
